0,1,2,3,4
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.9999998540771843,0.9999999045035981,0.9999999012919811,0.9999998968828526,0.9999999310968001
0.99990570594779,0.9999382020069797,0.9999324874848027,0.9999316513823189,0.999950177570493
0.9998184701448489,0.9998778881585939,0.9998631956291314,0.9998637089667857,0.9998948610200284
0.9997378631950394,0.9998162552643909,0.9997936532687076,0.9997955169008889,0.9998365752471553
0.9996625309571537,0.9997531407181187,0.9997242845159678,0.999727357313764,0.9997759026057588
0.9995917454749371,0.9996885472641823,0.9996552833219832,0.9996594700071428,0.9997130064299585
0.9995250846681127,0.9996225127514491,0.999586754666055,0.9995919630690012,0.9996479853964693
0.9994621609848446,0.9995551317566843,0.9995187586442721,0.9995248595922949,0.9995809649538451
0.9994025030024107,0.9994865625721017,0.9994513308649943,0.9994581376030165,0.9995121210988634
0.9993455242043245,0.9994170198789025,0.9993844896116071,0.9993917552163608,0.9994416825667483
0.999290539416726,0.999346759656416,0.9993182376046419,0.9993256639365015,0.9993699239239814
0.9992368033999693,0.9992760605652997,0.9992525614331076,0.9992598151113234,0.9992971541935747
0.9991835576888727,0.9992052051133938,0.9991874305949913,0.9991941626515034,0.9992237033114397
0.9991300774812645,0.9991344628071601,0.9991227970712145,0.9991286638323661,0.999149907861751
0.9990757135054716,0.99906407534426,0.9990585958970567,0.9990632792435898,0.99907609713832
0.9990199257411811,0.9989942453182439,0.9989947469033976,0.9989979725104057,0.999002580330027
0.9989623072374139,0.9989251284518451,0.9989311576587673,0.9989327101330604,0.9989296353459493
0.9989025973449717,0.998856829482529,0.9988677273554424,0.9988674616199327,0.9988575002160702
0.9988406845501554,0.9987894015375134,0.9988043515421826,0.9988021999080867,0.9987863660571464
0.9987765997887104,0.9987228486489083,0.9987409272882438,0.9987369021643621,0.9987163734120106
0.9987105016472471,0.9986571308412641,0.998677358479498,0.9986715506994176,0.9986476106714528
0.9986426552224669,0.9985921717178164,0.9986135608946074,0.9986061340033869,0.9985801149425019
0.9985734066151436,0.9985278663412019,0.9985494667384699,0.9985406477221596,0.9985138750349684
0.9985031550849766,0.9984640913628592,0.9984850283503681,0.998475095455384,0.9984488362499292
0.9984323248130794,0.9984007141651997,0.9984202208631873,0.9984094892668948,0.9983849065988164
0.9983613380392061,0.9983376021199407,0.998355043666362,0.9983438498290407,0.9983219640552029
0.998290591060294,0.9982746303312416,0.9982895206004214,0.9982782061526808,0.9982598644328929
0.9981513416033109,0.99814891915174,0.9981578536584458,0.9981472398460319,0.9981377195544262
0.998083034133979,0.9980860328291664,0.9980917075239971,0.9980817350095432,0.998077078575622
0.9980157367909342,0.9980234329981387,0.9980256120327593,0.9980162296180486,0.9980164436558168
0.9979494048798925,0.9979613532398056,0.9979597297617906,0.9979506800364865,0.9979555623783358
0.9978839690585081,0.997899992223435,0.9978942161174313,0.9978850658755659,0.997894224059616
0.9978193453193228,0.9978395070095268,0.997829213241778,0.997819390493974,0.997832266123692
0.9977556341920804,0.9977801864745941,0.9977650374846079,0.9977538771495723,0.997769767225102
0.9977554434983438,0.9977800095249758,0.9977648454164778,0.9977536799939537,0.9977695780059722
0.9977552527978064,0.9977798325862638,0.9977646533511202,0.997753482834014,0.9977693887876523
0.997691982284299,0.997721391680374,0.9977010243471025,0.9976877831626396,0.9977059133956624
0.9976292640983213,0.9976640266113564,0.9976382127686025,0.9976221603082048,0.997641645037281
0.997567026237434,0.9976077154972229,0.997576270546857,0.9975566931569121,0.9975766312904907
0.9975052130936084,0.9975524002152031,0.9975152252169407,0.9974914710858603,0.9975109645754329
0.9974437858767725,0.9974979913974822,0.9974550799465332,0.9974265902883174,0.9974447777113054
0.9973827223808375,0.9974443755171389,0.997395815661689,0.9973621491637711,0.9973782368995209
0.9973220165726012,0.9973914219115735,0.9973373942261056,0.9972982448360977,0.9973115343297378
0.9972616768611778,0.9973389902661994,0.9972797616450143,0.997234969735481,0.9972448798014826
0.9972017237076809,0.9972869378989516,0.9972228524353367,0.9971724086594609,0.9971784924538497
0.9971421867918906,0.997235126589593,0.9971665938237945,0.997110636376146,0.997112592585772
0.9970831019859794,0.9971834287078636,0.9971109100427095,0.9970497158168103,0.9970473939053666
0.9970245083646577,0.9971317324424124,0.9970557264412159,0.9969896968774449,0.9969830964589408
0.9969664454463862,0.9970799459842258,0.9970009732418252,0.996930615821092,0.9969198804519647
0.996908950820414,0.9970280005735788,0.9969465887992058,0.9968724952500055,0.9968579011308556
0.9968520582687409,0.9969758523732949,0.9968925222518707,0.9968153445971708,0.9967972848472691
0.9967957964450587,0.9969234831820467,0.996838735493522,0.9967591610713294,0.99673812637772
0.9967401881273674,0.9968709000476755,0.9967852044272998,0.996703930978499,0.9966804875225219
0.9966852500199326,0.9968181338805661,0.9967319195013846,0.9966496313359762,0.996624396960954
0.9966309930455999,0.9967652371998341,0.996678885556754,0.9965962316917446,0.9965698512958067
0.9965774230426907,0.996712281169746,0.9966261210461602,0.9965436960627153,0.9965168171814605
0.9965245417625826,0.9966593521000146,0.9965736567066111,0.9964919849088796,0.9964652343965842
0.9964723480548605,0.9966065475914351,0.9965215337851832,0.9964410570667375,0.9964150196963263
0.9964208391262498,0.9965539725080845,0.9964698019295731,0.9963908715737704,0.996366071260121
0.9963200130288065,0.9964500968562687,0.9963678891194118,0.9962927191948069,0.9962716411064841
0.9962705415726288,0.9963988502278471,0.996317673185365,0.9962445339243199,0.9962257651106198
0.996221750842156,0.9963482464395953,0.996268079522565,0.996196949895576,0.9961806597371468
0.9961736451075556,0.9962983706638278,0.9962191621895711,0.996149942062757,0.9961362029898687
0.9961262306946604,0.9962492959215657,0.9961709704987268,0.9961034927337339,0.9960922827110062
0.996079515744749,0.9962010815676652,0.9961235475150503,0.996057591708468,0.9960488000215969
0.9960335097909485,0.9961537724093832,0.9960769289048715,0.9960122360951095,0.9960056720787781
0.9959882231906495,0.9961073984306917,0.9960311421584735,0.9959674298459461,0.9959628340898877
0.9959436664610212,0.996061975082768,0.9959862061898153,0.9959231830550639,0.9959202405533073
0.9958998495712416,0.9960175040827177,0.9959421313001322,0.9958795110639987,0.9958778657256984
0.9958567812460768,0.9959739746479938,0.9958989194782484,0.9958364334249419,0.9958357033432822
0.9958144683321803,0.9959313650835312,0.9958565649989162,0.9957939727725453,0.9957937656502134
0.9957729152717455,0.9958896446323727,0.9958150552716344,0.9957521536549764,0.9957520818091392
0.9957321257114771,0.9958487719799886,0.9957743728107409,0.9957110025542973,0.9957106966367514
0.9956920883481611,0.9958087205803061,0.9957345010098905,0.995670533126032,0.9956696554888469
0.9956528153165024,0.9957694254576853,0.9956954050341442,0.995630780192829,0.9956290356492218
0.9956142928606218,0.9957308464295956,0.99565705534286,0.9955917642270112,0.995588908204958
0.9955765104757457,0.9956929379328653,0.9956194229494085,0.995553504037061,0.9955493486150143
0.9955394552481179,0.995655657373309,0.9955824791184065,0.9955160147150266,0.995510432811544
0.9955031127297945,0.9956189664448314,0.9955461965103573,0.9954793072231866,0.995472234187821
0.9954674676638384,0.995582832156746,0.9955105501864269,0.9954433882172771,0.9954348209703664
0.9954325046648932,0.9955472276423296,0.9954755183948055,0.9954082600328761,0.9953982539523956
0.9953982088817668,0.9955121326944785,0.9954410831490138,0.9953739208296396,0.995362584631566
0.9953645666166796,0.9954775340142297,0.9954072306054499,0.9953403648815106,0.9953278537937883
0.9953315658681805,0.9954434251818581,0.9953739512467116,0.9953075829932372,0.9952940905689291
0.995299196769028,0.9954098063734585,0.9953412398809324,0.9952755630185691,0.9952613119655845
0.995267451897964,0.9953766838542586,0.9953090954720953,0.9952442904527461,0.9952295228738987
0.9952363264527724,0.9953440692853854,0.9952775208211119,0.9952137490706301,0.9951987165086177
0.9952058182806185,0.9953119788842355,0.9952465221213226,0.9951839215819346,0.9951688752498297
0.9951759277699531,0.9952804324803138,0.9952161084145598,0.9951547902763764,0.9951399718266457
0.9951466576156126,0.995249452508425,0.9951862909755983,0.9951263376338567,0.9951119707796318
0.9951180159436553,0.9952190563240761,0.9951570844722787,0.995098549419901,0.995084832305614
0.9950900014283893,0.9951892832514103,0.9951284991061412,0.9950714062048193,0.9950585068089324
0.9950626261905684,0.9951601510092695,0.9951005507865069,0.995044897942746,0.9950329480593656
0.9950358983904679,0.9951316833427006,0.9950732534645593,0.995019014171719,0.9950081072082918
0.9950098263827503,0.9951039018197626,0.9950466201821737,0.9949937463430432,0.9949839359522248
0.9949844181132625,0.9950768252362443,0.9950206626045119,0.9949690878752603,0.9949603881735816
0.9949596806386205,0.9950504691074675,0.9949953906118676,0.9949450341442055,0.9949374213832918
0.9949356197148684,0.9950248453005731,0.9949708119717405,0.9949215823930516,0.9949149979340186
0.9949122394645575,0.9949999618114895,0.9949469321005341,0.9948987315691088,0.9948930859758854
0.9948895421320416,0.9949758226838319,0.994923753918353,0.9948764820989092,0.9948716601360782
0.9948675279330847,0.9949524280621274,0.9949012777963188,0.9948548356150911,0.9948507019146022
0.9948461950003094,0.9949297743678476,0.9948795015921491,0.9948337946497077,0.9948301997993367
0.9948255394211934,0.9949078545834159,0.9948584207672131,0.9948133623088083,0.9948101491135823
0.9948055553610577,0.9948866586268982,0.994838028575797,0.9947935419428592,0.9947905516183057
0.9947862352599076,0.9948661737984146,0.9948183163151958,0.9947743368267623,0.9947714148989487
0.9947675700891053,0.9948463852782926,0.9947992736240329,0.9947557498618173,0.9947527515727129
0.994749549651944,0.9948272766567299,0.9947808888152994,0.9947377833102021,0.9947345783565981
0.9947321629112145,0.99480883047514,0.9947631492302702,0.994720438570463,0.9947169150390932
0.9947153983267916,0.9947910287603658,0.9947460415996063,0.9947037160002113,0.9946997833992943
0.9946992441870443,0.9947738535344852,0.9947295523985705,0.9946876147898471,0.9946832061164337
0.9946836889193987,0.9947572872849196,0.9947136681843061,0.9946721328887542,0.9946672057104884
