0,1,2,3,4
-0.009608359499100244,0.005471318185991251,0.029947409611766798,-0.008835711414545911,-0.009809186276902257
-0.009926631128533854,0.004993647354674616,0.029999999329447746,-0.008639395082602922,-0.009960844744125697
-0.009867327047277384,0.005329420150685292,0.029999999329447746,-0.00883886082368737,-0.009537760415501107
-0.009999999776482582,0.004913163355695678,0.029918281169050737,-0.008582056959352087,-0.009604762739571938
-0.009877761778678506,0.005342810253132348,0.029999999329447746,-0.00882628343200259,-0.009999999776482582
-0.009984050984031198,0.004913744938925128,0.029824740135257745,-0.008829384031756284,-0.009999999776482582
-0.009999999776482582,0.005008199537128277,0.029802257967957532,-0.008732302906176772,-0.009999999776482582
-0.009999999776482582,0.005000397595816126,0.029999999329447746,-0.008911195317127715,-0.009999999776482582
-0.009999999776482582,0.004631349419291315,0.02971139085158802,-0.00880392273677285,-0.009802975881815388
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
